xinxi,leixing
据群众反应 在天津市河东区万达广场有一名女子在二十岁左右 身穿蓝色牛仔裤 上身穿黑色夹克在万达广场一楼尾随在人的后面就行偷盗 希望有关部门查处,1
天津塘沽渤海石油路海河防潮闸北侧的海河出海口处有人布地笼捕鱼，从岸边护坡向河道内延伸四五十米形成了一个二百平方米的地笼阵，网眼很密的地笼横七竖八的横在河道里，望有关部门调查处理。,0
南开区华苑居华里，这是邻居的房门被贴成这样，很难清除，由于今年老楼面临改造，楼梯间已经刷白，但还有人乱贴，装修不久更换的新门，也被贴了两个广告小条关于开锁的，今天费劲清除，底还留有余胶，怎么防止贴小广告，太烦人了，也很难清理。 ​​​,0
天津市河东区大王庄丰业里社区，私定地锁严重，希望有关部门予以关注,0
天津市河东区大王庄七纬路沿线电线垂落缠绕在一起，希望有关部门予以关注。,0
天津市东丽区雪莲路，卫国道至成林道路段，路面多处坑陷，致使机动车通行不畅，机动车经常左右躲避坑，特别容易发生交通事故，存在很大的安全隐患，希望有关部门加强监督管理！,0
这是在卫津南路与苍穹道交口西南角，每天早晨都是顺着下水井往外冒水，中午还行，晚上开始结冰了。最近冒的更多了，对过往的行人车辆造成安全隐患。,0
天津市东丽区雪莲路与成林道交口，红绿灯未正常开启，存在交通安全隐患，希望有关部门加强监督管理！,0
天津市河东区大王庄七玮路丰业里底商有私自罐装天然气现象.希望有关部门关注,0
    河东区红星路顺驰桥下桥处至东风桥路段，两侧居民区密集，人流量大。马路中间的护栏升高后，没有设置行人过街设施，过马路非常不方便。不少人铤而走险，选择到顺驰桥的下桥护栏接口处横穿马路，这里已经发生过几起汽车撞人的事故了。望这里能划出人行横道或是建一座人行天桥，望有关部门提起注意,0
天津河东区靖泰里小区内，有多处裸露不加任何防护措施的电缆，存在安全隐患。望有关部门及时处理。,0
据群众举报东风立交桥下有牌摊，部分人晚上会有赌博行为，望有关部门关注,0
红桥区西站大丰桥有个常年的鸟市，占道经营严重过往车辆难以通行，望有关部门关注,0
天津市东丽区利津路与2线前方1公里有一堆危改房 很容易发生火灾 望有关部门给予处理,0
天津市河东区广东山庄路有一堆平房 有好几家烧烤店 很容易发生火灾 对防火防空措施几乎没有 望有关部门给予处理,0
河北区天泰路裕泰家园小区门口有根电线脱落好几天了，行人勉强通过，汽车通过会刮蹭，请帮忙处理,0
南开区一中心医院门口出租和私家车都在等活儿，出租挑活儿，近的不去，或者一口价，打车人很多等活儿的车不走，影响交通，一中心周边道路本身就狭窄，还有立交桥，这种行为导致非常混乱。,0
地铁二号线，黑衣吹乐器男子，带着扩音器，一开车就吹，声音特别大，前面一位老太太拿着帽子要钱。到站了马上就不吹了，一开车就开始吹。请加强治理,0
东丽区金钟街慧捷路津蓟高速桥下树林旁为个人私自搭建临建并在屋后树林内堆放众多杂物，有严重火灾隐患。,0
塘沽洋货市场公交站台，每天都有不少没素质的出租车长时间停靠等客。导致公交车无法正常靠站上下乘客。望治理。,0
"在万德庄大街和万德庄南北大街交口靠近书香园一侧变压器旁经营冷饮、糖葫芦的小贩,长年在此从下午5,6开始占路经营，市民出行不便。",0
据反映商业大学门口的十字路口红绿灯，没有左拐灯，因为左拐车很多导致路口很混乱，再加上电动车和行人乱窜；光荣道修好之后路灯不开，路上电动车开的飞快，很危险！ ​​​存在很大的安全隐患 望有关部门及时治理,0
据群众反映，位于北辰区宜兴埠宜兴南里底商的一家金店发生案件，据附近居民反映金店附近有一无业游民，其居无定所，整日泡在电玩城，游戏厅等娱乐场所，一年前开始吸毒，望有关部门予以治理。,0
辰昌路与佳庆道交口，人民家园居民每天出入的必经之路，每到傍晚此路口乱停大客车数十辆，导致阻挡视线，有非常多逆道行驶的非机动车，致使经常发生交通事故。 望有关部门把乱停车消除掉，给我们居民一个畅通的安全的道路。,0
标题：凤园南里小区内自由市场严重扰民  自从整治苑东路市场后，摊贩们转移至凤园南里小区内，城管只负责小区外，摊贩私自占用小区主干道两侧，不但早中晚造成人流拥堵，出行严重受阻，而且大部分摊贩用各种物品包括铁板车抢占小区道路两旁的停车位，不但影响环境，而且导致业主车辆无法存放，车辆拥堵街道，“自由市场”严重影响环境及卫生，个别生鲜摊位随意倾倒废水。,0
天津市河北区光明路边污水井外溢严重，且散发恶臭，既不卫生，又影响出行和市容市貌。现在正值冬季，如果污水结冰，更加有安全隐患。希望有关部门能够治理。,0
天津河东区滨河新苑，小区环境脏乱差，没有路灯，影响市容，对交通产生影响，希望有关部门能够治理。,0
2017年11月14日，下午三点，天津市河北区王串场六号路上，有施工队在道路施工，造成道路变窄，车况较差，有追尾情况出现,0
 天津市滨海新区，中惠熙元高层，消防通道在16层中断，发生火灾后，16层以上无法逃生，严重影响16层以上居民的生命安全。,0
 领导您好，我是河北区建昌街道春和景明（红梅道）的居民，红梅道小区门口每天停车停一排，阻挡出小区左转视线，给小区居民出行造成极大的安全隐患!小区物业保安搪塞说门外不属于物业范围，打110报警也没有人来管，请相关领导帮助解决，非常感谢！,0
  我每天上下班都要路过西康路，特别是这条路上有许多学校，学校门前机动车乱停乱放现象十分严重，已经存在许多年了。严重影响了非机动车通行，交管部门应该不会熟视无睹吧？希望加大巡查力度，不要不作为，还百姓一个通畅、平安的出行环境。,0
天津津南区，玉峰花园12号楼后私占绿地变菜地并且12号楼前树木缺失，影响小区绿化问题。,0
河东彩丽园小区，在天津市政府第一批老小区改造中，将部分绿地改造成车位，得到了居民的拥护和肯定，但好景不长，一不明所谓“物业”，突然进驻小区，在三个进出口，按上栏杆，开始收取停车费，不交费不让进小区，给小区居民生活造成很大障碍！,0
河东区中山门龙潭路沿线，自从十一月初以来，位于中山门二号路与龙潭路交口（街头暗号饭店旁）的一家过去销售干果的底商开始占据马路便道销售“糖炒栗子”，而且用高音喇叭反复、不间断地播放“糖炒栗子”广告，声音非常大，几百米远也清晰可闻，使附近居民的身心和生活受到严重干扰和影响。        中山门二号路与龙潭路交口附近居民楼密集，居民众多。受到“糖炒栗子”高音喇叭困扰的居民数量很多。希望区领导联系有关部门尽快解决这一影响群众日常生活的大问题，制止噪音污染，保证居民有正常的的生活环境。,0
武清区村镇煤改气，开始强制拆炉子，承诺十一月初一定完成煤改气，实现供热，现在已经下旬，仍然没有通气，政府却没有任何回应和表示，就任由村民冻着，没有任何补偿，家里有八十多岁的老人，气温已经到零下，希望相关部门提高重视。,0
天津市河北区真理道与王串场一号路交口，每到晚上10点就有很多小摊小贩在此，乱丢赃物，搭火烧烤，造成当地环境脏乱差，同时影响当地居民休息，望相关部门予以治理。,0
农学院附近的工地凌晨还在施工，严重影响学生的正常休息，当下考研的考公务员的学生这么多，这对他们的身心造成了严重的伤害，希望有关部门可以给施工方些许建议。,0
津汉公路由西向东行驶方向津汉桥上桥处在中间车道有之前修路遗留下来的混泥土台阶，车速快的话很容易爆胎，造成交通事故，请及时关注并处理一下！ ​​​,0
天津南开区南马路，路面沿线洒水车喷洒路面积水严重，希望有关部门予以关注,0
天津市河东区大王庄七纬路沿线，电线杆电线垂落，有些电线已经滑落到地面上，如遇大风天气极容易造成过往车辆及人员安全，希望有关部门予以关注。,0
天津市南开区青花瓷大街底商附近，有多家色情按摩洗头房，希望有关部门予以关注,0
大寺镇科技园临近汽车园附近有人倒卖私油，望有关部门治理,0
东丽开发区轻轨站下有黑车经常揽活，望有关部门治理,0
据群众反映，河东区唐家口某小区内进行老楼综合改造施工某工程队库管员照例对存放的施工物品进行检查，当他打开存放物品进行检查，当他打开存放物资的仓库时不禁目瞪口呆，仓库中存放11个施工专用贮满液化天然气的钢制煤气罐不翼而飞，附近居民反映，遇到三个骑三轮车男子，三人操本地囗音，带黑色帽子，望有关部门予以处理。,0
河西区大沽南路与南北大街交口工商银行侧路面上有一个深坑，坑里有两个井，坑底下是地铁一号线，感觉被周围工地大货车压的吧，这坑出现有几天了，还希望路政等相关部门维护一下吧，别再塌陷，伤害过路行人车辆安全。,0
天津市河北区增产道二附属医院门口道路两侧长期有大量违章停车出现，再高峰期严重影响安全出行，望有关部门查出,0
据居民反映河北区靖江路乌江北里小区近期大面积住宅被盗，经常有陌生人出入，望有关部门关注,0
据群众反映，秀川路和津涞公路交口红绿灯设置，左转绿灯太长，同时对向车道又是直行绿灯，本车道直行才24秒，还要和对向的左转车抢道。望有关部门治理,0
河北区真理道八一幼儿园门前，家长接送孩子，机动车随意停放在校门口，早晚高峰时，严重影响道路交通，希望有关部门进行治理。,0
河东区林枫路道路狭窄，并双向通车，其道路两边停满车辆，现随着道路区域内居民的不断增长，道路已无法保证居民的正常出行需求。每到早晚高峰时段，道路区域内的各个路口车流较大，造成严重拥堵，再加上目前道路内又一新建小区正在施工，各种大型工程车也频繁进出，现已严重影响周围居民的日常出行，望相关部门关注。,0
河东区天山路每天都有车辆违章停车，特别是天山路从盘山道到成林道处，违章停车，周末更加严重，车都乱停，甚至停到路中间。严重影响交通造成堵塞。公交车到站都没地方停车，望有关部门管理。,0
据群众反应，河西区学院路路面发生塌陷，造成道路拥堵。车辆出行困难，希望有关部门进行。,0
河东区向阳楼小区在10月10日自来水突然出现臭味，非常刺鼻难闻。后经街道了解，是将供热水中使用的臭味剂投入了自来水管网中，致使该段管网1400多户居民饮用水污染。直至现在老百姓的饮用水仍然没有得到解决。居民虽多次找到街道沟通，但是街道始终没有告知问题解决得期限或者方案。,0
据红桥区千禧东园居民反应，有人在我们楼侧租了一块场地开足球场，搭建了很多附属设施，这些都没有规划等部门的手续，是典型的违章建筑。违建刚开始盖的时候，就去规划和执法部门了解过，这些部门说足球场是违章，但归街道办管。我多次反映到街道办和区执法局，但工程却丝毫没有受到影响每到夜晚，足球场的灯光点亮，晃得人睡不好觉。踢球造成的噪音，更是导致家里有准备高考的学生，不能静下心来学习。该足球场严重影响我们千禧园居民的正常生活。希望有关部门进行处理。,0
西青区大学城地铁站门口停一大堆黑车，非法营运，不仅堵塞交通，而且存在安全隐患，希望有关部门重视,0
在天津各大地铁站附近，特别是小白楼地铁站，西康路地铁站等附近。密密麻麻的摆放了很多摩拜单车，一排接着一排，占用了很多便道，来回出行十分拥挤。更让市民觉得气愤和不解的是这其中有很多坏车摆在内侧，只有外侧的部分车辆会有人使用，且地铁站附近的摩拜运维人员不但不进行车辆的合理调度，而是还在不停地安插投放车辆，让市民很是头疼。望有关部门关注,0
天津市红桥区临水道子牙南里报箱倾斜，给小区过往的老人小孩带来危险，存在安全隐患，请处理。 ​,0
    河东区红星路顺驰桥下桥处至东风桥路段，两侧居民区密集，人流量大。马路中间的护栏升高后，没有设置行人过街设施，过马路非常不方便。不少人铤而走险，选择到顺驰桥的下桥护栏接口处横穿马路，这里已经发生过几起汽车撞人的事故了。望这里能划出人行横道或是建一座人行天桥，望有关部门提起注意,0
天津河东区靖泰里小区内，有多处裸露不加任何防护措施的电缆，存在安全隐患。望有关部门及时处理。,0
天津市王串场五号路与富强道交口向中环线方向五十米，有很多脏水赃物，长时间没有人清理，造成周围环境脏乱差，望相关部门予以治理。,0
天津市塘沽区津塘公路与八堡北路交口，交通秩序混乱，机动车在红绿灯抢行变道，天天发生交通事故，希望有关部门加强监督管理,0
【惊险！快速路一轿车行驶中失控，两撞桥体损毁严重[衰]】上午十点多，快速路昆仑桥由海津桥方向右转去往津塘路二号桥方向匝道处，一辆灰色轿车行驶中由于道路湿滑车辆失控，先撞到右侧桥体后冲向左侧桥体，车辆受损严重，没有人员受伤。目前现场仍在等待拖车救援，提示过往驾驶员注意服 ​[/cp],0
天津市西青区中北镇 乱停乱放问题很严重 经常照成拥堵 望有关部门给予处理,0
河东区凤亭路嘉华东安广场前，有些老人家不下三拨人跳个广场舞都用巨大声音的音响，都这个时间了还用个自制K歌小麦克大功放，附近三四个社区听青藏高原 敢问路在何方 千年等一回，365天除了下雨天天如此，影响周围居民休息,0
宝坻区大口屯镇开发区力升达新型墙体建材公司，夜间装运白灰等建材，造成粉尘污染。,0
河西区小海地陵水道最近一直有垃圾占道，一直没人管理。请有关部门管理一下！ ​​​,0
据群众反映路过天津湾，在正门和剧院中间的马路上看到有特征明显的小偷，偷骑车女孩的包，周围群众大喊一声把小偷吓跑了，并提醒女孩把包背到前面！,0
天津市民权门桥下骑自行车逆行非常严重很容易造成交通事故请有关部门处理,0
南开区芥园西道弘祥家园小区的每户都违法圈占小区内的公共面积搭建小院，侵犯了其他业主的合法权益。,0
北辰区国宜里小区门口有一个多年霸占门卫房的小商贩，夏天摆设牌摊，玩牌的人很多，声音很大，扰乱了人们正常休息，由于摆摊位置在小区门口，进出车辆不方便。    居民多次与小区居委会反映此事至今未能出面解决，还受到小商贩的言语威胁，希望领导去调查此事，早日取缔非法霸占房屋经营者，还居民正常生活。,0
西青区大明道盛和嘉园33-1-103，利用居住用房进行非法商业活动，私自开设钢琴培训班招生培训，涉嫌无照经营，并且噪音扰民，影响大家正常生活，损害相邻业主合法权益。并且其利用民宅私自开设培训班，没有相应的火灾防范措施，出入人员既密集又复杂，存在很大的安全隐患。希望相关部门对其进行治理。,0
  从11月26号开始悦盛园小区就开始污水往上返，11月27号降温，污水冻冰，而且面积越来越大，早晨想走出小区得山路十八弯，不只是一栋楼门前，有至少一半以上，地势低的楼门前的污水井，都无一幸免。此事无人问津！请相关部门重视起来，小区的老人，孩子特别多，给出行带来危险！,0
天津河东区靖泰里小区内，有多处裸露不加任何防护措施的电缆，存在安全隐患。望有关部门及时处理。,0
市民反应:津E19899出租车计价器有问题，从天津西站到眼科医院每次基本都是13或者14块钱，这个出租车给打出了21.6，加附加费要了23元，我说他计价器有问题他就把车票打印成这样。火车站机场都是一个城市的门面，希望有关部门好好查查这些给天津抹黑的害群之马,0
    河东区红星路顺驰桥下桥处至东风桥路段，两侧居民区密集，人流量大。马路中间的护栏升高后，没有设置行人过街设施，过马路非常不方便。不少人铤而走险，选择到顺驰桥的下桥护栏接口处横穿马路，这里已经发生过几起汽车撞人的事故了。望这里能划出人行横道或是建一座人行天桥，望有关部门提起注意,0
据群众反映，11月26日晚，开发区两个居民小区连续发生5起入室盗窃，笔记本电脑，手机等财物被盗，损失价值1万余元，而且又有两个居民小区接连发生2起入室盗窃案件，被盗平板电脑，手机，首饰，相机，高档红酒及现金等物品，价值共计4万余元，据悉，这些人是新疆人，流窜作案，打击难度极大，望有关部门了以处理。,0
河东区真理道与凤溪路交口，临营东里与东康家园以东道路坑洼不平，周边临建房与门脸房常年占道，环境脏乱差，多年无人管理，给周边居民出行造成极大困扰，望有关单位给予解决。,0
南开区紫光苑小区是老小区，没有固定车位，为了抢占车位，出现了私上地锁，用废旧自行车，垃圾桶，桌椅等乱占车位的现象，非常不文明，与南开区创建全国文明城区活动格格不入，同时也存在安全隐患。,0
天津市东丽区满江北道，经常有驾校的教练车，在此路段教学生学车，这里过往车辆特别多，很容易造成交通事故，存在安全隐患，希望有关部门加强监督管理！,0
天津市红桥区刘家房子道路崎岖，道路没有明显只是牌，周围平房较多，很多垃圾肆意乱扔，造成周围环境脏乱差，望相关部门予以治理。,0
天津市河北区真理道与快速路交口，经常停有黑出租非法营运，不仅造成道路拥堵，同时影响正常出租车运营，望相关部门予以治理。,0
在红桥区风光里内设有一座变电箱，变电箱上还设有“高压危险”等警示牌，但在距变电箱一步之遥的地方则堆有从附近清扫出的两麻袋落叶，还有大量落叶散落在一旁，落叶堆在变电箱旁，容易带来火患。,0
五一阳光锦园部分住户将楼道防火门破坏，逃生通道堆积大量垃圾、杂物，违规占用消防逃生通道，存在火灾隐患。图片为五一阳光锦园29-1门部分现状。请加快清理，避免消防通道堵塞或不便,0
开发区吉利4S店于2017年12月2开始每天使用柴油发电机进行发电，产生噪音、废气、烟雾等污染严重，影响周边企业的正常生产经营活动。最为令人担忧的是所处位置是工业区，周围都是汽车修理厂或汽车4S店，冬季风大是火灾高发期，利用柴油发电存在很大的隐患，一旦出事将会造成大规模连带影响。望予以解决，消除隐患，谢谢。,0
天津市津南区百万路，百利恒大酒店，五楼休息室里面有坐台小姐提供卖淫服务,0
天津市河东区，新开路，71温泉公馆，4楼休息室里面有小姐提供色情服务,0
屿东城地铁站附近摆卖严重,0
空港地铁站门口黑出租严重,0
 连接梅石路与津永公路的永定河大堤路面破损严重，近期看到路口加装了的限宽墩，但为什么破损路面不进行整修呢，开车路过非常容易托底，北辰段已经修好了，希望相关部门抓紧抢修，若近期不能大型施工，希望能对破损严重的地方进行修补，方便群众出行。,0
 五一阳光锦园部分住户将楼道防火门破坏，逃生通道堆积大量垃圾、杂物，违规占用消防逃生通道，存在火灾隐患。请加快清理，避免消防通道堵塞或不便,0
东丽区金钟街金钟新城小区内野狗猖獗，经常出现咬伤居民情况。,0
您好，  十月十日我写信红桥区怡闲道天丽餐厅门口报废大巴车（津AB8159）影响通行问题，在10月17日接到了红桥交管西青道大队的回访电话，称通知车主1周内自行挪走，一周后如果还在那里交管队将强行拖走，然而一个半月过去了，报废汽车上连个告知书都没有更别说拖走了，周围小区居民每天早晚出行十分困难。肯定领导督促解决，在12月分能完成清理工作。,0
  小区内一处高层，一楼业主擅自将民用房屋改为仓库，用来存放易燃物品——宣纸，存放数量很多，直接码放直至天花板，且无人看管。存在重大火灾安全隐患，严重威胁楼上所有居民生命财产安全。跟物业反映多次，物业部门除了向上反映也无可奈何。此次天津城市大厦火灾过后，各部门均进行隐患大排查整治，借此时机反映情况，望提起重视，予以解决，消除居民恐慌情绪。,0
据群众反映，蓟县多个乡镇集市发生盗窃案，事主被盗现金手机等贵重物品，经走访附近居民称，确认为一伙嫌疑人流窜作案头戴帽子口罩，身穿皮夹克，形色异常慌张，望有关部门治理。,0
"据群众反映,在东丽区二号桥公交站附近，有多名男子对小黄车进行损坏，并且偷取小黄车零件，进行私用和倒卖，造成市民用车不便行为恶略，望有关部门关注",0
天津市河东区顺达路还未上桥地段每日五点多接孩子人员特别多，将此路口严重堵塞影响交通运行，掉头，直行都受到严重影响望有关部门查处！,0
太阳城丽苑小学，放学时小摊贩占道，汽车随意停放，造成交通堵塞，望有关部门治理。,0
在凤凰路鲁山道东安菜市场门口经常有买东西的私家车乱停乱放或有的直接停放路中间阻碍来往车辆通行，希望有关部门予以治理,0
在东丽区嘉春园小区门口，经常出现较多积水。居民大多要从该路口通行，积水较深时，骑车人和车辆都十分不便。望解决,0
我们家门口位于天津市河东区云丽北道附近，道路两边有很多违章建筑，不仅有严重的消防安全隐患，也极大影响了咱天津的市容，现在天津建设的这么好，可这一幕确实既不美观又占路，一旦发生火情后果可想而知，希望能引起有关部门的重视，防患于未然。 ​​​,0
河东一幼实验园，就在幼儿园门口的垃圾桶，每天污水横流，臭气熏天，垃圾桶楼上就是孩子学习和睡觉的教室，这样的环境希望能够得到改善，希望有关部门加强管理。,0
天津南开区长治里小区存在着私建小院板房、私养家禽和在楼道堆积杂物等情况，给小区造成严重的安全问题，存在严重隐患，希望有关部门能够治理。,0
天津河北区岷江路义江里小区违章违建太严重，楼群环境太乱，影响市容，影响交通，希望有关部门能尽快拆除。,0
河北区张兴庄大道圣贤里，每天张兴庄大道和曙光路交口的地方都聚集了一些摆摊卖东西的，有事多的时候交通都出现了拥堵，各样的车辆按着喇叭，再加上他们放着高音喇叭实在是影响到了我们正常的休息.肯请政府彻底的进行一下整顿！,0
天津市河北区建昌道公交站经常有小偷偷手机，那里阳光比较暗适合小偷进行扒窃。,0
天津市河北区革新道公交站附近小商贩出没严重，严重影响自行车道和行人的行走经常造成拥堵。,0
据群众反映路过天津湾，在正门和剧院中间的马路上看到有特征明显的小偷，偷骑车女孩的包，好心人大喊一声把小偷吓跑了，并提醒女孩把包背到前面！希望有关部门加强周边巡逻。,1
天津理工大学-学术交流中心酒店外墙墙皮脱落，请过往老师、同学和行人们们注意安全，也请相关部门予以重视，尽快修复损坏墙面，或者拉个保护带或者小闪灯之类的提醒行人们注意。,0
河东区凤溪路大面积临时房屋拆迁  拆迁废料堵塞道路  且晚上无路灯极易给过往行人及车辆造成危险 望相关部门予以治理,0
和平区气象台路中环公寓的楼道被一些人乱堆杂物造成极大的火灾隐患。近期北京、天津连发重大火灾事故，伤亡也是触目惊心，这些更加为此而担忧。这个乱堆杂物的问题，物业和居委会也曾多次出面清理，但效果都不是很明显，一些没用的杂物占据了大半个楼道，抛开火灾隐患不提，万一发生意外，连最起码的逃生通道都满足不了，希望相关部门能借着这次隐患排查之势，加大力度，彻底清理这些毒瘤，还大家一个干净、整洁、宽敞的公共楼道。,0
南开区水上东路水上公园及动物园一侧停车乱收费，旺季要20一辆，没票没规定，一口价20。以及周边水滴如有比赛或演唱会，也是临时涨价，这儿附近都是天津标志地点，如此混乱实在不合情理不合规定。,0
市民反映，在靠近二七二医院一侧的非机动车道上，有一个排水井出现污物跑冒，黄色粘稠的污物混着污水，摊成了一大片。可能是因为井内污物淤积，随着污物增多，才顶开了井盖。骑车人经过时闻到恶臭，唯恐壁之不及，纷纷从机动车道绕行。希望有关部门进行处理。,0
  800路旁边连盛达园林绿化工程有限公司属于违章建筑，但一直未进行拆除！据了解，此违章经过津南区和河西区协商，应由津南区进行清理后再进行移交。此项工作一直未进行，是否存在不担当不作为的情况！！！！！,0
天津市和平区气象台路中环公寓小区于上月完成了旧楼改造，小区环境焕然一新。但是楼道被一些人乱堆杂物造成极大的火灾隐患。这个乱堆杂物的问题，物业和居委会也曾多次出面清理，但效果都不是很明显，一些没用的杂物占据了大半个楼道，抛开火灾隐患不提，万一发生意外，连最起码的逃生通道都满足不了，希望相关部门能借着这次隐患排查之势，加大力度，彻底清理这些毒瘤，还大家一个干净、整洁、宽敞的公共楼道。,0
海河东路国泰桥南侧掉头路口处，每日晚高峰时掉头车辆众多，很多车辆不按照交通规则于最左侧车道掉头，而是行驶到了直行道乃至非机动车道，越道掉头，造成晚高峰拥堵严重及极大的安全隐患。,0
  中山门广宁路友爱东里1号楼1门和2门底商饭馆，地下井盖常年冒污水，加之一号楼的路面非常不平整，坑坑洼洼，从来没有有关部门给重新铺过路面，现在冒污水，导致积水过多，路面大面积结冰，使居民出行十分不便，尤其是老人和孩子！,0
天津市南开区南开三马路南开医院住院部，晚上道路漆黑，由于还在修路，指示牌不明显，出口太小，容易造成交通事故，望相关部门予以治理。,0
天津市南开区万全道小学，每到上下学时间，车辆乱停，由于周围路段狭窄，经常乱停到周围的其他马路上，造成交通拥堵同时极易造成交通事故，望相关部门予以治理。,0
天津市河东区成林道与天泉路交口红绿灯，多年以来一直是黄闪状态，未能发挥其应有的功能，希望有关部门加强监督管理！,0
天津市河北区革新道与重光路交口的红绿灯，未开启使用，高峰时段此路段车辆较多，希望有关部门尽快将红绿灯投入使用,0
天津津南区北闸口镇仁安里小区地下停车场出入口封闭且堆存大量垃圾，傍晚还会有黑烟冒出，听说是有人在关闭了的地下停车场内经营餐饮一直无人处理，望有关部门及时处理。,0
河西区围堤道与马场道交口处，有四个废旧景观灯影响市容环境。这四个景观灯已经超过十年不亮了，一直无人管理。有关部门应该进行维修或将其处理掉。,0
在凤凰路鲁山道东安菜市场门口经常有买东西的私家车乱停乱放或有的直接停放路中间阻碍来往车辆通行，希望有关部门予以治理,0
据反映商业大学门口的十字路口红绿灯，没有左拐灯，因为左拐车很多导致路口很混乱，再加上电动车和行人乱窜；光荣道修好之后路灯不开，路上电动车开的飞快，很危险！ ​​​存在很大的安全隐患 望有关部门及时治理,0
"据群众反映河东区王串场一号路，养正幼儿园接孩子家长车乱停乱放,  影响交通。望有关部门关注",0
据群众反映在滨江道美丽衣橱旁巷子里，有人做免费体检宣传，进到店里说做免费体检，过程中找各种理由收费，无法拒绝离开，望有关部门管理,0
塘沽秀园里小区内经常发生井盖丢失的现象，不仅影响附近居民出行，还存在极大的安全隐患，望有关部门加强整顿！,0
涪江南里小区因正门位置设置不合理 过往人员为图方便将侧面护栏网拆破成一个个的洞 出入钻来钻去 给小区环境管理带来极大隐患 希望尽快规范加强管理,0
据群众反应河东区津滨大道凤麟里工地近日经常深夜施工，在夜间拆除残余旧楼体，施工现场距离周围居民楼不足50米，暴土扬长而且伴随很大噪音给附近居民带来很大困扰，望有关部门关注,0
南开区南大道从广丰园至广开大街约百米长的路段，尚没有安装路灯。刚进行道路整修的南大道道路中间立着一根七八米高的水泥线杆，线杆底部张贴的反光条已破损和褪色，周围没有发现任何安全提示。距此线杆以西不远处的道路车行道上，也立着一根五六米高的水泥线杆，同样，在这处“拦路”线杆四周也没有看到警示灯等夜间安全设施。南大道上的这两处路中线杆好似“拦路虎”,0
嫌疑人性别: 男是否是少数民族: 否嫌疑人身高: 170-180嫌疑人年龄: 20-30扒窃事件,1
测试,0
红桥区北营门路口东北侧人行道上，有一处路灯拆除后遗留的圆形基座，上面有八个螺丝高于地面四五厘米，容易绊倒行人。,0
河西区小海地泰山里24门楼下一处违章棚亭，这坐棚亭是一个配锁配钥匙的小商贩私自建立在小区楼群路中间，不但影响了居民车辆出入，而且对小区内的治安环境和存在着火灾隐患安全隐患。,0
天津市东丽区恒星世界广场后面 本是一个空旷大道因居民停车把道路堵上 已经变成很小的路 尤其天黑没有路灯 事业模糊 对来往车辆行人照成严重隐患 望有关部门给予处理,0
东丽区金钟公路新村北里附近的大毕庄公交站上下行公交站牌全遭“黑手”，一边的公交站牌丢失很长时间，而另一边公交站牌则受损，牌面朝天倒在地上，这给在此乘公交车的市民带来不便，望相关部门加强管理。,0
近日，在河东区东风桥桥下一直有清水不断流淌到行车道上，由于市民无法确定跑水点位，对跑水管道产权也不清楚，因此道路上积水越来越多并已结冰。近期至少有七位骑车人骑行经过这里时滑倒。希望有关部门进行处理。,0
河北区中山路金刚桥公交站，注：美术馆对面一侧，长方形井盖塌陷好多天了，正好是上下车的地方，老人很容易被摔倒，望有关部门予以维修，以免后患！谢谢了！,0
静海区区联盟路往南600米，西城派出所往南800米左右。在路东有一个从事了十年的色情窝点，它的南边是一家九阳专卖店的门脸，北边是一家名称是一修电脑的门脸，隔马路对面是一家中国电信营业厅。该色情窝点每天很早就在门脸门口拉客，在里面交易完事后，从她们的门脸后墙的小门走。,0
近日发现河东区万新村环秀东里及部分小区有发送法轮功邪教组织光盘和标语，影响市容环境，给社会造成不良影响，望相关部门治理,0
天津市河东区金旭园附近，经常有驾校的教练车，在此路段教学生学车，这里过往车辆特别多，很容易造成交通事故，存在安全隐患，希望有关部门加强监督管理！,0
天津市东丽区祁连路与满江东道交口红绿灯处，地面的人行横道线和机动车道的行车线现在全部没有了，希望有关部门尽快督促相关单位，把线恢复好，保障交通出行安全！,0
西青区西青道与罗孚路交口，桥下一直设置有围挡，禁止车辆从桥下调头而且还有禁止同行的提示牌，但是后来围挡不知为何开了一个小口，大量车辆为了图方便省时间从这里调头。由于这个开口很小，因此存在很大安全隐患，不少汽车在此发生了交通事故，希望有关部门及时处理。,0
靖江路附近摆摊,0
顺驰桥附近摆摊,0
天津市南开区，宾水西道金色年华KTV里面包间，有坐台小姐提供色情服务,0
天津市河东区地毯路，周边平房里面有足疗店，里面有小姐在门口站街，提供卖淫服务,0
南开区南门外大街世纪花园多户改建房屋后进行群租多年，由于人员流动大人员也复杂，楼大门锁三天两头坏，大门经常敞开，垃圾、烟头随地乱扔给所有居民造成不安全隐患，不知何时可以管理。,1
经群众举报轻轨9号线直沽站车站站台内出现大面积漏水现象，已经严重影响乘车，站内满是接水的水桶。给乘客带来恐慌。,1
远洋地铁站c口外停放自行车处，经常有一名小个子大约165左右，肤色较黑，下身穿深色牛仔裤，上身穿黑色羽绒服的男子，带停放的电动车旁用一只脚蹬车子后轮试看车子有没有锁车轮后看机会盗窃电动车,1
红桥区丁字沽桃园南里附近有好多只流浪狗徘徊，给附近的居民造成安全隐患。偶尔会发生好多只紧追外卖人员或手提食物的居民，人心惶惶。希望能治理。,1
